,UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode
10664,10665,February 21 2021,DOG,UNKNOWN,,U,False,Queens,11101
10665,10666,February 22 2021,DOG,Puggle,13,M,True,Queens,11421
10666,10667,February 23 2021,DOG,MIXED,2,M,False,Queens,
10667,10668,February 23 2021,DOG,Pit Bull,,U,False,Queens,11694
10668,10669,February 21 2021,DOG,UNKNOWN,,U,False,Queens,11101
10669,10670,February 09 2021,DOG,Yorkshire Terrier,4,M,False,Queens,11367
10670,10671,February 22 2021,DOG,Yorkshire Terrier,4,M,False,Queens,11367
10671,10672,February 28 2021,DOG,Bichon Frise,,U,False,Queens,11385
10672,10673,February 28 2021,DOG,Pit Bull,,U,False,Queens,11385
10673,10674,February 26 2021,DOG,UNKNOWN,,U,False,Queens,11354
10674,10675,February 23 2021,DOG,Yorkshire Terrier,,U,False,Queens,
10675,10676,March 01 2021,DOG,"Poodle, Standard",3M,F,False,Queens,11361
10676,10677,March 03 2021,DOG,Yorkshire Terrier,8,M,False,Queens,11369
10677,10678,March 03 2021,DOG,UNKNOWN,,U,False,Queens,
10678,10679,March 03 2021,DOG,UNKNOWN,,U,False,Queens,
10679,10680,March 04 2021,DOG,Bichon Frise,6,M,True,Queens,11369
10680,10681,March 05 2021,DOG,Yorkshire Terrier,4,M,False,Queens,11106
10681,10682,March 07 2021,DOG,Cocker Spaniel,10,M,True,Queens,11354
10682,10683,March 06 2021,DOG,German Shepherd,,U,False,Queens,
10683,10684,March 09 2021,DOG,Pit Bull,,U,False,Queens,11435
10684,10685,March 05 2021,DOG,Shiba Inu,3M,M,False,Queens,11373
10685,10686,March 08 2021,DOG,UNKNOWN,,U,False,Queens,11101
10686,10687,March 05 2021,DOG,AMERICAN BULLY,1,M,True,Queens,11415
10687,10688,March 10 2021,DOG,UNKNOWN,,U,False,Queens,11358
10688,10689,March 10 2021,DOG,Boxer,,U,False,Queens,
10689,10690,March 09 2021,DOG,Yorkshire Terrier,,U,False,Queens,11423
10690,10691,March 12 2021,DOG,American Pit Bull Mix / Pit Bull Mix,7,F,True,Queens,11694
10691,10692,March 12 2021,DOG,Pit Bull,,U,False,Queens,11416
10692,10693,March 12 2021,DOG,Pekingese,7,M,True,Queens,11102
10693,10694,March 13 2021,DOG,CHINESE SHAR-PEI MIX,10,M,False,Queens,11435
10694,10695,March 14 2021,DOG,Rottweiler,,U,False,Queens,11375
10695,10696,March 14 2021,DOG,MALTI-POO MIX,5M,F,False,Queens,11364
10696,10697,March 12 2021,DOG,UNKNOWN,,U,False,Queens,
10697,10698,March 16 2021,DOG,Pit Bull,3,M,False,Queens,11412
10698,10699,March 16 2021,DOG,Beagle,15,M,False,Queens,11377
10699,10700,March 16 2021,DOG,UNKNOWN,,U,False,Queens,11363
10700,10701,March 16 2021,DOG,Pit Bull,,U,False,Queens,
10701,10702,March 16 2021,DOG,UNKNOWN,,U,False,Queens,11101
10702,10703,March 17 2021,DOG,German Shepherd,4,F,False,Queens,11373
10703,10704,March 17 2021,DOG,Boston Terrier,4,M,True,Queens,11373
10704,10705,March 17 2021,DOG,Rottweiler,,U,False,Queens,11358
10705,10706,March 18 2021,DOG,Yorkshire Terrier,9,M,False,Queens,11411
10706,10707,March 17 2021,DOG,YORKIE / SHIH TZU,6M,M,False,Queens,11435
10707,10708,March 18 2021,DOG,Yorkshire Terrier,8,M,False,Queens,11379
10708,10709,March 20 2021,DOG,UNKNOWN,,U,False,Queens,11417
10709,10710,March 20 2021,DOG,Rottweiler,,U,False,Queens,
10710,10711,March 20 2021,DOG,UNKNOWN,,U,False,Queens,11358
10711,10712,March 22 2021,DOG,"Poodle, Standard",,U,False,Queens,
10712,10713,March 22 2021,DOG,American Pit Bull Mix / Pit Bull Mix,3M,M,False,Queens,11385
10713,10714,March 24 2021,DOG,UNKNOWN,,U,False,Queens,11356
10714,10715,March 21 2021,DOG,UNKNOWN,,U,False,Queens,
10715,10716,March 25 2021,DOG,Shiba Inu,1,M,True,Queens,11354
10716,10717,March 23 2021,DOG,German Shepherd,3,F,False,Queens,11102
10717,10718,March 26 2021,DOG,Pit Bull,4,F,False,Queens,
10718,10719,March 25 2021,DOG,Yorkshire Terrier,7,M,False,Queens,11412
10719,10720,March 26 2021,DOG,UNKNOWN,,U,False,Queens,
10720,10721,March 27 2021,DOG,UNKNOWN,,U,False,Queens,
10721,10722,March 27 2021,DOG,UNKNOWN,,U,False,Queens,11366
10722,10723,March 29 2021,DOG,Bull dog,,U,False,Queens,11414
10723,10724,March 29 2021,DOG,"Schnauzer, Miniature",4,F,True,Queens,11374
10724,10725,March 29 2021,DOG,German Shepherd Crossbreed,6,M,True,Queens,
10725,10726,March 29 2021,DOG,MINI SAINT BERDOODLE MIX,1,M,True,Queens,11368
10726,10727,March 30 2021,DOG,Pit Bull,,U,False,Queens,11419
10727,10728,March 29 2021,DOG,Chow Chow,5,M,False,Queens,11385
10728,10729,March 30 2021,DOG,UNKNOWN,,U,False,Queens,11102
10729,10730,March 30 2021,DOG,"Poodle, Standard",,M,False,Queens,11372
10730,10731,March 29 2021,DOG,Pit Bull,2,M,False,Queens,11435
10731,10732,March 30 2021,DOG,"Poodle, Standard",,U,False,Queens,11366
10732,10733,March 30 2021,DOG,UNKNOWN,,U,False,Queens,11435
10733,10734,March 30 2021,DOG,Pit Bull,,U,False,Queens,11357
10734,10735,April 01 2021,DOG,"Shar-Pei, Chinese",,U,False,Queens,11004
10735,10736,March 31 2021,DOG,Bull Terrier,2,F,True,Queens,11101
10736,10737,April 03 2021,DOG,Bull dog,7,M,False,Queens,11374
10737,10738,April 04 2021,DOG,"Poodle, Toy",4,F,True,Queens,11364
10738,10739,April 04 2021,DOG,Siberian Husky,,U,False,Queens,11364
10739,10740,April 04 2021,DOG,UNKNOWN,,U,False,Queens,
10740,10741,April 04 2021,DOG,Pit Bull,1,M,False,Queens,11434
10741,10742,April 02 2021,DOG,UNKNOWN,,U,False,Queens,
10742,10743,April 04 2021,DOG,Siberian Husky,10,M,False,Queens,11106
10743,10744,April 05 2021,DOG,Pit Bull,,U,False,Queens,11436
10744,10745,April 06 2021,DOG,UNKNOWN,,U,False,Queens,11421
10745,10746,March 31 2021,DOG,MIXED,7,M,False,Queens,11429
10746,10747,April 02 2021,DOG,UNKNOWN,,U,False,Queens,
10747,10748,April 07 2021,DOG,UNKNOWN,,U,False,Queens,11358
10748,10749,April 05 2021,DOG,Jack Russ,1,F,False,Queens,11356
10749,10750,April 07 2021,DOG,Pit Bull,,U,False,Queens,
10750,10751,April 07 2021,DOG,German Shepherd,,U,False,Queens,11691
10751,10752,April 07 2021,DOG,UNKNOWN,,U,False,Queens,
10752,10753,April 07 2021,DOG,Pit Bull,,U,False,Queens,11433
10753,10754,April 07 2021,DOG,MIXED,10M,M,True,Queens,11369
10754,10755,April 08 2021,DOG,UNKNOWN,,U,False,Queens,11373
10755,10756,April 02 2021,DOG,German Shepherd,3M,M,False,Queens,11423
10756,10757,April 09 2021,DOG,PIT BULL / LABRADOR MIX,9,M,True,Queens,11385
10757,10758,April 11 2021,DOG,"Poodle, Standard",,U,False,Queens,11355
10758,10759,April 09 2021,DOG,UNKNOWN,,U,False,Queens,
10759,10760,April 12 2021,DOG,German Shepherd Crossbreed,3,M,True,Queens,11372
10760,10761,April 12 2021,DOG,Shiba Inu,10M,M,True,Queens,11378
10761,10762,April 11 2021,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,False,Queens,
10762,10763,April 09 2021,DOG,AMERICAN BULLY / PIT BULL,6,F,False,Queens,
10763,10764,April 09 2021,DOG,PIT BULL / LABRADOR MIX,9,M,True,Queens,11385
10764,10765,April 09 2021,DOG,UNKNOWN,,U,False,Queens,11368
10765,10766,April 10 2021,DOG,UNKNOWN,,U,False,Queens,11427
10766,10767,April 10 2021,DOG,UNKNOWN,,U,False,Queens,11373
10767,10768,April 10 2021,DOG,HUSKY MIX,6,F,True,Queens,11105
10768,10769,April 10 2021,DOG,"Shar-Pei, Chinese",2,F,False,Queens,11374
10769,10770,April 13 2021,DOG,MIXED,7,F,True,Queens,11370
10770,10771,April 13 2021,DOG,Pit Bull,7,F,True,Queens,11385
10771,10772,April 13 2021,DOG,"Poodle, Standard",,U,False,Queens,11370
10772,10773,April 14 2021,DOG,MIXED,,U,False,Queens,11373
10773,10774,April 14 2021,DOG,Cane Corso,,U,False,Queens,11378
10774,10775,April 15 2021,DOG,MIXED,,U,False,Queens,
10775,10776,April 15 2021,DOG,German Shepherd,,U,False,Queens,
10776,10777,April 16 2021,DOG,Pit Bull,,U,False,Queens,
10777,10778,April 17 2021,DOG,UNKNOWN,,U,False,Queens,11377
10778,10779,April 17 2021,DOG,Pit Bull,3,M,False,Queens,11001
10779,10780,April 16 2021,DOG,MIXED,6,F,False,Queens,11369
10780,10781,April 16 2021,DOG,MIXED,4,M,False,Queens,11369
10781,10782,April 19 2021,DOG,Pit Bull,5,M,True,Queens,11378
10782,10783,April 17 2021,DOG,AIREDALE TERRIER,2,M,False,Queens,11368
10783,10784,April 19 2021,DOG,Pit Bull,,U,False,Queens,11378
10784,10785,April 20 2021,DOG,Rottweiler,12,M,True,Queens,11418
10785,10786,April 21 2021,DOG,Chow Chow,1,M,True,Queens,11368
10786,10787,April 21 2021,DOG,Yorkshire Terrier,11M,F,False,Queens,11354
10787,10788,April 23 2021,DOG,MIXED,,U,False,Queens,11374
10788,10789,April 22 2021,DOG,UNKNOWN,,F,False,Queens,11433
10789,10790,April 24 2021,DOG,Pit Bull,,U,False,Queens,11418
10790,10791,April 25 2021,DOG,PUG MIX,,U,False,Queens,11106
10791,10792,April 26 2021,DOG,Siberian Husky,,U,False,Queens,
10792,10793,April 25 2021,DOG,"Pointer, German Shorthaired",1,M,False,Queens,11357
10793,10794,April 12 2021,DOG,"Bull Dog, French",,U,False,Queens,11378
10794,10795,April 27 2021,DOG,Golden Retriever,2,F,True,Queens,11419
10795,10796,April 28 2021,DOG,Pit Bull,,U,False,Queens,11691
10796,10797,April 28 2021,DOG,CORGI,11M,M,False,Queens,11101
10797,10798,April 28 2021,DOG,UNKNOWN,,U,False,Queens,
10798,10799,April 28 2021,DOG,UNKNOWN,,U,False,Queens,11370
10799,10800,April 30 2021,DOG,Chihuahua,3,M,True,Queens,11385
10800,10801,April 25 2021,DOG,German Shepherd,4,F,False,Queens,
10801,10802,May 01 2021,DOG,UNKNOWN,,U,False,Queens,
10802,10803,May 01 2021,DOG,Pit Bull,7,M,True,Queens,11356
10803,10804,May 01 2021,DOG,German Shepherd,,U,False,Queens,11420
10804,10805,May 01 2021,DOG,Pit Bull,,U,False,Queens,11365
10805,10806,May 02 2021,DOG,Chow Chow,8,M,True,Queens,
10806,10807,May 02 2021,DOG,Yorkshire Terrier,3,M,False,Queens,11368
10807,10808,May 01 2021,DOG,UNKNOWN,,U,False,Queens,11105
10808,10809,May 02 2021,DOG,"Collie, Border",,U,False,Queens,11102
10809,10810,May 01 2021,DOG,UNKNOWN,,U,False,Queens,11434
10810,10811,May 03 2021,DOG,Golden Retriever,,U,False,Queens,11356
10811,10812,May 03 2021,DOG,American Eskimo,8,M,True,Queens,11368
10812,10813,May 03 2021,DOG,BULL DOG MIX,2,M,True,Queens,
10813,10814,May 04 2021,DOG,POODLE MIX,4,M,True,Queens,11377
10814,10815,May 04 2021,DOG,Shih Tzu,,U,False,Queens,11377
10815,10816,May 07 2021,DOG,German Shepherd,3,M,True,Queens,11361
10816,10817,May 08 2021,DOG,BOXER / PIT BULL MIX,1,M,False,Queens,11434
10817,10818,May 07 2021,DOG,UNKNOWN,,U,False,Queens,
10818,10819,May 06 2021,DOG,UNKNOWN,,U,False,Queens,
10819,10820,May 09 2021,DOG,TERRIER MIX,4,M,True,Queens,11105
10820,10821,May 09 2021,DOG,MIXED,,U,False,Queens,11414
10821,10822,May 09 2021,DOG,Pit Bull,1,M,False,Queens,11433
10822,10823,May 10 2021,DOG,Pit Bull,1,M,False,Queens,11433
10823,10824,May 09 2021,DOG,West High White Terrier,3,M,True,Queens,11104
10824,10825,May 09 2021,DOG,Shih Tzu,11,M,False,Queens,11423
10825,10826,May 09 2021,DOG,UNKNOWN,,U,False,Queens,11368
10826,10827,May 11 2021,DOG,UNKNOWN,,U,False,Queens,
10827,10828,May 09 2021,DOG,Pit Bull,1,M,False,Queens,11692
10828,10829,May 10 2021,DOG,Shih Tzu,10,M,True,Queens,11369
10829,10830,May 11 2021,DOG,REFUSED TO PROVIDE,,U,False,Queens,11412
10830,10831,May 11 2021,DOG,CHIHUAHUA / PUG MIX,10,M,True,Queens,11373
10831,10832,May 11 2021,DOG,ZUCHON,7,M,True,Queens,11421
10832,10833,May 12 2021,DOG,Australian Shepherd,,U,False,Queens,
10833,10834,May 12 2021,DOG,Bull dog,19,M,False,Queens,11434
10834,10835,May 14 2021,DOG,AMERICAN BULLY / PIT BULL,3,M,False,Queens,11368
10835,10836,May 16 2021,DOG,UNKNOWN,4M,U,False,Queens,11435
10836,10837,May 16 2021,DOG,"Bull Dog, French",2,M,False,Queens,
10837,10838,May 16 2021,DOG,UNKNOWN,,U,False,Queens,11365
10838,10839,May 15 2021,DOG,CORGI / AUSTRALIAN SHEPHERD MIX,4,M,True,Queens,11421
10839,10840,May 17 2021,DOG,Chihuahua,,U,False,Queens,11416
10840,10841,May 17 2021,DOG,Pit Bull,,U,False,Queens,11429
10841,10842,May 18 2021,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,False,Queens,11364
10842,10843,May 18 2021,DOG,Rottweiler,,U,False,Queens,11432
10843,10844,May 20 2021,DOG,German Shepherd,,U,False,Queens,
10844,10845,May 20 2021,DOG,German Shepherd,,U,False,Queens,
10845,10846,May 20 2021,DOG,Rottweiler,2,F,False,Queens,11434
10846,10847,May 15 2021,DOG,Bichon Frise,6,M,True,Queens,11365
10847,10848,May 19 2021,DOG,SHIH TZU / MALTESE MIX,3,M,True,Queens,11434
10848,10849,May 19 2021,DOG,Australian Shepherd,1,F,True,Queens,11366
10849,10850,May 18 2021,DOG,Pit Bull,2,F,False,Queens,11412
10850,10851,May 18 2021,DOG,Australian Shepherd,3,M,False,Queens,11374
10851,10852,May 17 2021,DOG,German Shepherd,,U,False,Queens,11379
10852,10853,May 20 2021,DOG,UNKNOWN,,U,False,Queens,11360
10853,10854,May 16 2021,DOG,SHAR-PEI / BEAGLE MIX,1,M,True,Queens,11421
10854,10855,May 23 2021,DOG,Pit Bull,,M,False,Queens,11355
10855,10856,May 23 2021,DOG,PEKINGESE MIX,12,M,True,Queens,11368
10856,10857,May 21 2021,DOG,UNKNOWN,,U,False,Queens,
10857,10858,May 21 2021,DOG,Shih Tzu,,M,True,Queens,11385
10858,10859,May 22 2021,DOG,Pit Bull,,U,False,Queens,
10859,10860,May 22 2021,DOG,Labrador Retriever,,U,False,Queens,11366
10860,10861,May 25 2021,DOG,German Shepherd,7,M,False,Queens,11365
10861,10862,May 24 2021,DOG,UNKNOWN,,U,False,Queens,
10862,10863,May 25 2021,DOG,Pit Bull,5,M,False,Queens,11369
10863,10864,May 24 2021,DOG,COONHOUND MIX,1,M,True,Queens,11377
10864,10865,May 24 2021,DOG,"Bull Dog, French",10M,M,False,Queens,11104
10865,10866,May 25 2021,DOG,German Shepherd,,U,False,Queens,11420
10866,10867,May 25 2021,DOG,Maltese,,U,False,Queens,11360
10867,10868,May 25 2021,DOG,UNKNOWN,,U,False,Queens,
10868,10869,May 26 2021,DOG,Rottweiler,,U,False,Queens,11421
10869,10870,May 27 2021,DOG,Saluki,6M,M,False,Queens,11430
10870,10871,May 27 2021,DOG,UNKNOWN,,U,False,Queens,11358
10871,10872,May 27 2021,DOG,UNKNOWN,,U,False,Queens,
10872,10873,May 29 2021,DOG,Pomeranian,,U,False,Queens,
10873,10874,May 31 2021,DOG,Beagle,,U,False,Queens,11385
10874,10875,May 29 2021,DOG,Jack Russ,4,M,False,Queens,11365
10875,10876,May 28 2021,DOG,German Shepherd,,U,False,Queens,11102
10876,10877,May 31 2021,DOG,UNKNOWN,,U,False,Queens,
10877,10878,May 27 2021,DOG,"Schnauzer, Standard",,U,False,Queens,11102
10878,10879,June 02 2021,DOG,Pit Bull,,U,False,Queens,11692
10879,10880,June 02 2021,DOG,Shih Tzu,1,M,True,Queens,
10880,10881,May 31 2021,DOG,Labradoodle,5,M,True,Queens,
10881,10882,June 03 2021,DOG,Pit Bull,,U,False,Queens,11693
10882,10883,May 12 2021,DOG,UNKNOWN,,U,False,Queens,11368
10883,10884,June 02 2021,DOG,MIXED,,U,False,Queens,11355
10884,10885,June 03 2021,DOG,UNKNOWN,,U,False,Queens,11366
10885,10886,June 03 2021,DOG,Boston Terrier,4,M,True,Queens,
10886,10887,June 03 2021,DOG,Shih Tzu,5,M,True,Queens,11432
10887,10888,June 04 2021,DOG,American Pit Bull Mix / Pit Bull Mix,5,F,True,Queens,11103
10888,10889,June 04 2021,DOG,Pug,,U,False,Queens,11360
10889,10890,June 04 2021,DOG,UNKNOWN,,U,False,Queens,11435
10890,10891,June 07 2021,DOG,Pit Bull,7,M,False,Queens,11365
10891,10892,June 02 2021,DOG,UNKNOWN,,U,False,Queens,11377
10892,10893,June 04 2021,DOG,UNKNOWN,,U,False,Queens,11368
10893,10894,June 04 2021,DOG,UNKNOWN,,U,False,Queens,
10894,10895,June 06 2021,DOG,Pit Bull,,U,False,Queens,
10895,10896,June 06 2021,DOG,Cane Corso,5,M,True,Queens,11426
10896,10897,June 07 2021,DOG,Chow Chow,,U,False,Queens,11109
10897,10898,May 23 2021,DOG,Pit Bull,,U,False,Queens,
10898,10899,June 05 2021,DOG,German Shepherd,,U,False,Queens,11417
10899,10900,June 07 2021,DOG,UNKNOWN,,U,False,Queens,
10900,10901,June 08 2021,DOG,UNKNOWN,,U,False,Queens,
10901,10902,June 08 2021,DOG,Pit Bull,,U,False,Queens,11432
10902,10903,March 22 2021,DOG,UNKNOWN,,U,False,Queens,
10903,10904,June 09 2021,DOG,Pit Bull,,U,False,Queens,11378
10904,10905,June 09 2021,DOG,MIXED,4,F,True,Queens,11104
10905,10906,June 02 2020,DOG,Rottweiler,,U,False,Queens,11435
10906,10907,June 10 2021,DOG,Pit Bull,5,F,False,Queens,11416
10907,10908,June 10 2021,DOG,UNKNOWN,,U,False,Queens,11419
10908,10909,June 04 2021,DOG,UNKNOWN,,U,False,Queens,11372
10909,10910,June 10 2021,DOG,UNKNOWN,,U,False,Queens,
10910,10911,June 11 2021,DOG,POODLE / YORKIE MIX,7,F,False,Queens,11434
10911,10912,June 14 2021,DOG,UNKNOWN,,U,False,Queens,
10912,10913,June 13 2021,DOG,UNKNOWN,,U,False,Queens,11413
10913,10914,June 11 2021,DOG,Pit Bull,,U,False,Queens,11694
10914,10915,June 14 2021,DOG,UNKNOWN,,U,False,Queens,11373
10915,10916,June 15 2021,DOG,"Collie, Border",1,M,True,Queens,
10916,10917,June 14 2021,DOG,LABRADOR / PIT BULL,3,M,False,Queens,
10917,10918,June 15 2021,DOG,Pit Bull,3,M,False,Queens,
10918,10919,June 10 2021,DOG,Dachshund Smooth Coat,3,M,True,Queens,11370
10919,10920,June 13 2021,DOG,UNKNOWN,,U,False,Queens,11354
10920,10921,June 15 2021,DOG,Pit Bull,5,M,True,Queens,
10921,10922,June 14 2021,DOG,UNKNOWN,,U,False,Queens,
10922,10923,June 16 2021,DOG,Australian Shepherd,3M,M,False,Queens,11101
10923,10924,June 15 2021,DOG,Lhasa Apso,9,F,True,Queens,
10924,10925,June 16 2021,DOG,AMERICAN BULLY,2,M,False,Queens,11427
10925,10926,June 13 2021,DOG,UNKNOWN,,U,False,Queens,11420
10926,10927,June 16 2021,DOG,PITBULL TERRIER MIX,,U,False,Queens,11419
10927,10928,June 16 2021,DOG,Yorkshire Terrier,,U,False,Queens,11428
10928,10929,June 16 2021,DOG,UNKNOWN,,U,False,Queens,11420
10929,10930,June 16 2021,DOG,Chihuahua,9,M,True,Queens,11104
10930,10931,June 16 2021,DOG,UNKNOWN,,U,False,Queens,11101
10931,10932,June 16 2021,DOG,UNKNOWN,,U,False,Queens,11693
10932,10933,June 16 2021,DOG,UNKNOWN,,U,False,Queens,
10933,10934,June 12 2021,DOG,Pit Bull,,U,False,Queens,11377
10934,10935,June 17 2021,DOG,MIXED,1,M,False,Queens,11372
10935,10936,June 18 2021,DOG,JACK RUSSELL MIX,1,M,True,Queens,11368
10936,10937,June 17 2021,DOG,German Shepherd,,U,False,Queens,
10937,10938,June 17 2021,DOG,Pit Bull,,U,False,Queens,
10938,10939,June 17 2021,DOG,UNKNOWN,,U,False,Queens,
10939,10940,June 20 2021,DOG,MIXED,,U,False,Queens,
10940,10941,June 19 2021,DOG,German Shepherd,6,F,True,Queens,11413
10941,10942,June 17 2021,DOG,UNKNOWN,,U,False,Queens,11363
10942,10943,June 18 2021,DOG,Pit Bull,,U,False,Queens,11369
10943,10944,June 21 2021,DOG,German Shepherd,,U,False,Queens,11372
10944,10945,June 20 2021,DOG,Pit Bull,2,M,False,Queens,11354
10945,10946,June 20 2021,DOG,UNKNOWN,,U,False,Queens,11385
10946,10947,June 17 2021,DOG,Pit Bull,,F,False,Queens,
10947,10948,June 19 2021,DOG,German Shepherd,1,F,False,Queens,11355
10948,10949,June 19 2021,DOG,Golden Retriever,1,M,True,Queens,11358
10949,10950,June 20 2021,DOG,"Poodle, Standard",13,M,False,Queens,11103
10950,10951,June 21 2021,DOG,Shiba Inu,6,M,True,Queens,11361
10951,10952,June 21 2021,DOG,TERRIER MIX,11,F,True,Queens,11101
10952,10953,June 21 2021,DOG,Pit Bull,,U,False,Queens,11694
10953,10954,June 20 2021,DOG,Cocker Spaniel,,U,False,Queens,
10954,10955,June 13 2021,DOG,German Shepherd,,U,False,Queens,11426
10955,10956,June 20 2021,DOG,UNKNOWN,,U,False,Queens,11106
10956,10957,June 20 2021,DOG,BEAGLE / SHAR-PEI MIX,10,F,True,Queens,11365
10957,10958,June 23 2021,DOG,MIXED,7,F,True,Queens,11694
10958,10959,June 02 2021,DOG,Beagle,10M,M,False,Queens,11378
10959,10960,June 24 2021,DOG,POODLE MIX,1,M,True,Queens,11430
10960,10961,June 25 2021,DOG,UNKNOWN,,U,False,Queens,11370
10961,10962,June 27 2021,DOG,Beagle,1,M,False,Queens,11372
10962,10963,June 27 2021,DOG,"Poodle, Standard",,U,False,Queens,11434
10963,10964,June 26 2021,DOG,"Bull Dog, English",,U,False,Queens,11364
10964,10965,June 25 2021,DOG,Shiba Inu,6,M,True,Queens,11428
10965,10966,June 27 2021,DOG,Rottweiler,11,M,True,Queens,11433
10966,10967,June 25 2021,DOG,Cocker Spaniel,,U,False,Queens,11373
10967,10968,June 25 2021,DOG,UNKNOWN,,U,False,Queens,
10968,10969,June 27 2021,DOG,ROTTWEILER / SHEPHERD MIX,7,M,True,Queens,11413
10969,10970,June 28 2021,DOG,UNKNOWN,,U,False,Queens,11414
10970,10971,June 28 2021,DOG,German Shepherd,,U,False,Queens,11364
10971,10972,June 29 2021,DOG,AMERICAN COONHOUND,1,M,True,Queens,11420
10972,10973,June 29 2021,DOG,Yorkshire Terrier Crossbreed,9,M,True,Queens,11106
10973,10974,June 27 2021,DOG,Maltese,,U,False,Queens,
10974,10975,June 29 2021,DOG,MIXED,14,M,False,Queens,11417
10975,10976,June 27 2021,DOG,Pit Bull,,U,False,Queens,11422
10976,10977,June 21 2021,DOG,Bull dog,3,M,True,Queens,11426
10977,10978,June 26 2021,DOG,Bull dog,3,M,True,Queens,11426
10978,10979,June 30 2021,DOG,CORGI,1,M,False,Queens,11103
10979,10980,June 30 2021,DOG,UNKNOWN,,U,False,Queens,11101
10980,10981,June 27 2021,DOG,UNKNOWN,,U,False,Queens,
10981,10982,June 30 2021,DOG,UNKNOWN,,U,False,Queens,
10982,10983,June 30 2021,DOG,UNKNOWN,,U,False,Queens,
10983,10984,June 30 2021,DOG,Pit Bull,3,F,False,Queens,11102
10984,10985,July 01 2021,DOG,UNKNOWN,,U,False,Queens,
10985,10986,July 01 2021,DOG,Pit Bull,,U,False,Queens,11373
10986,10987,June 23 2021,DOG,SHIH TZU / PUG MIX,6,M,True,Queens,11419
10987,10988,July 03 2021,DOG,UNKNOWN,,U,False,Queens,
10988,10989,July 03 2021,DOG,UNKNOWN,,U,False,Queens,
10989,10990,July 04 2021,DOG,UNKNOWN,,U,False,Queens,11105
10990,10991,July 04 2021,DOG,UNKNOWN,,U,False,Queens,
10991,10992,July 05 2021,DOG,UNKNOWN,,U,False,Queens,11367
10992,10993,July 05 2021,DOG,UNKNOWN,,U,False,Queens,11373
10993,10994,July 04 2021,DOG,Pit Bull,6,F,False,Queens,11423
10994,10995,July 06 2021,DOG,UNKNOWN,,U,False,Queens,
10995,10996,July 07 2021,DOG,Australian Shepherd,1,F,False,Queens,11433
10996,10997,July 06 2021,DOG,UNKNOWN,,U,False,Queens,
10997,10998,July 07 2021,DOG,Pit Bull,,U,False,Queens,
10998,10999,July 08 2021,DOG,Australian Shepherd,,U,False,Queens,11378
10999,11000,July 08 2021,DOG,UNKNOWN,,U,False,Queens,11373
11000,11001,July 04 2021,DOG,Chihuahua,,U,False,Queens,
11001,11002,July 07 2021,DOG,UNKNOWN,,U,False,Queens,
11002,11003,July 08 2021,DOG,Pit Bull,,U,False,Queens,
11003,11004,July 08 2021,DOG,Chihuahua Crossbreed,8M,M,False,Queens,11379
11004,11005,July 08 2021,DOG,UNKNOWN,,U,False,Queens,
11005,11006,July 04 2021,DOG,UNKNOWN,,U,False,Queens,11421
11006,11007,July 11 2021,DOG,MIXED,1,M,False,Queens,11372
11007,11008,July 10 2021,DOG,Pit Bull,,U,False,Queens,
11008,11009,July 11 2021,DOG,Maltese,7,M,True,Queens,11368
11009,11010,July 11 2021,DOG,UNKNOWN,,U,False,Queens,11360
11010,11011,July 10 2021,DOG,POMERANIAN / CHIHUAHUA MIX,4,M,True,Queens,11373
11011,11012,July 09 2021,DOG,Jack Russ,,U,False,Queens,11375
11012,11013,July 10 2021,DOG,"Welsh Corgi, Pembroke",1,F,True,Queens,11420
11013,11014,July 11 2021,DOG,SIBERIAN HUSKY MIX,2,M,True,Queens,11361
11014,11015,July 11 2021,DOG,Shih Tzu,,U,False,Queens,
11015,11016,July 09 2021,DOG,Chihuahua,12,M,True,Queens,11372
11016,11017,July 13 2021,DOG,Pit Bull,,U,False,Queens,
11017,11018,July 06 2021,DOG,UNKNOWN,,U,False,Queens,
11018,11019,July 11 2021,DOG,Jack Russ,13,M,True,Queens,11354
11019,11020,July 10 2021,DOG,Pit Bull,,U,False,Queens,
11020,11021,July 12 2021,DOG,Labrador Retriever,,U,False,Queens,11379
11021,11022,June 21 2021,DOG,Cocker Spaniel Crossbreed,,U,False,Queens,11369
11022,11023,July 13 2021,DOG,Jack Russ,,U,False,Queens,11414
11023,11024,July 13 2021,DOG,MIXED,,U,False,Queens,11433
11024,11025,July 13 2021,DOG,MALTESE MIX,10,M,True,Queens,11419
11025,11026,July 13 2021,DOG,Yorkshire Terrier,9,F,True,Queens,11421
11026,11027,July 13 2021,DOG,Pit Bull,,U,False,Queens,11417
11027,11028,July 14 2021,DOG,MIXED,,U,False,Queens,11360
11028,11029,July 14 2021,DOG,Pit Bull,,U,False,Queens,11385
11029,11030,July 14 2021,DOG,Siberian Husky,,U,False,Queens,11420
11030,11031,July 14 2021,DOG,UNKNOWN,,U,False,Queens,
11031,11032,July 14 2021,DOG,UNKNOWN,,U,False,Queens,
11032,11033,July 13 2021,DOG,POODLE MIX,8,M,True,Queens,11419
11033,11034,July 15 2021,DOG,Golden Retriever,9M,M,True,Queens,11358
11034,11035,July 15 2021,DOG,Chihuahua,,U,False,Queens,
